file_or_split,field,missing_count,missing_pct,cardinality_nonmissing,dtype
video_statistics,cancel_follow_user_num,0,0.0,5968,float64
video_statistics,share_cnt,0,0.0,6064,float64
video_statistics,share_user_num,0,0.0,5983,float64
video_statistics,download_cnt,0,0.0,5346,float64
video_statistics,download_user_num,0,0.0,5314,float64
video_statistics,report_cnt,0,0.0,406,float64
video_statistics,report_user_num,0,0.0,364,float64
video_statistics,reduce_similar_cnt,0,0.0,6802,float64
video_statistics,reduce_similar_user_num,0,0.0,6761,float64
video_statistics,collect_cnt,0,0.0,7290,float64
video_statistics,collect_user_num,0,0.0,7274,float64
video_statistics,cancel_collect_cnt,0,0.0,6680,float64
video_statistics,cancel_collect_user_num,0,0.0,6599,float64
video_statistics,direct_comment_user_num,0,0.0,6771,float64
video_statistics,reply_comment_user_num,0,0.0,5192,float64
video_statistics,share_all_cnt,0,0.0,6650,float64
video_statistics,share_all_user_num,0,0.0,6557,float64
video_statistics,outsite_share_all_cnt,0,0.0,6270,float64
